,Base,Target,Look Back,Reg,%,Time,Results
0,Publico,Agricultura,1,48,0.757416714573,2124.48586011,"[[ 0.52163216]
 [ 0.82835643]
 [ 0.91625603]
 [ 0.96275173]
 [ 0.98415382]
 [ 0.        ]
 [ 0.        ]
 [ 0.79082424]
 [ 0.76135241]
 [ 0.89375796]
 [ 0.        ]
 [ 0.75853567]
 [ 0.85405637]
 [ 0.94411435]
 [ 0.91750976]
 [ 0.76573859]
 [ 0.        ]
 [ 0.93589378]
 [ 0.96807064]
 [ 0.8226621 ]
 [ 0.        ]
 [ 0.95844161]
 [ 0.93224251]
 [ 0.63995327]
 [ 0.94038347]
 [ 0.81471216]
 [ 0.89484965]
 [ 0.96653224]
 [ 0.49667815]
 [ 0.62339032]
 [ 0.93910237]
 [ 0.92942971]
 [ 0.92947625]
 [ 0.93538884]
 [ 0.99998298]
 [ 0.95417557]
 [ 0.69390919]
 [ 0.96209612]
 [ 0.94022262]
 [ 0.89724548]
 [ 0.80564471]
 [ 0.90685888]
 [ 0.88562887]
 [ 0.65432441]]"
1,Publico,Agricultura,2,48,0.743641350872,2311.76485109,"[[ 0.48648449]
 [ 0.64811424]
 [ 0.41784993]
 [ 0.88999317]
 [ 0.91817966]
 [ 0.        ]
 [ 0.        ]
 [ 0.68487908]
 [ 0.00958173]
 [ 0.87476902]
 [ 0.7332741 ]
 [ 0.91582092]
 [ 0.77465247]
 [ 0.94231713]
 [ 0.92083029]
 [ 0.98251929]
 [ 0.        ]
 [ 0.91337606]
 [ 0.98833686]
 [ 0.99980615]
 [ 0.        ]
 [ 0.97780371]
 [ 0.74855029]
 [ 0.58775023]
 [ 0.9101064 ]
 [ 0.94897356]
 [ 0.93159089]
 [ 0.9755719 ]
 [ 0.80404601]
 [ 0.63891551]
 [ 0.92690893]
 [ 0.9843261 ]
 [ 0.98691705]
 [ 0.91101899]
 [ 0.7797069 ]
 [ 0.93392869]
 [ 0.75281692]
 [ 0.95106944]
 [ 0.91977681]
 [ 0.66978032]
 [ 0.83487106]
 [ 0.90082925]
 [ 0.55642957]
 [ 0.98774632]]"
