,Base,Target,Look Back,Reg,%,Time,Results
0,Agricultura,Agricultura,1,48,0.597858866385,24.7333290577,"[[0.5585337486333002 'RFR' '0.503590106964']
 [0.7287572144627024 'RFR' '0.579890012741']
 [0.0 'SVR' '0.0812568664551']
 [0.0 'SVR' '0.045725107193']
 [0.4588756293189369 'DTR' '0.0240571498871']
 [0.587542496903587 'RFR' '0.562024116516']
 [0.5239762192134592 'RFR' '0.485585927963']
 [0.8396981756910685 'DTR' '0.0347678661346']
 [0.5397149810900082 'RFR' '0.732265949249']
 [0.817187484029388 'RFR' '0.507761001587']
 [0.8550506054574465 'DTR' '0.0237030982971']
 [0.8250922471813796 'RFR' '0.531548023224']
 [1.0 'SVR' '0.0454130172729']
 [0.39648006953322384 'RFR' '0.698086023331']
 [0.7490867935917658 'SVR' '0.0834438800812']
 [0.809636472057057 'RFR' '0.585048913956']
 [0.7713219990466808 'DTR' '0.0243358612061']
 [0.5898802349181317 'SVR' '0.0507731437683']
 [0.8711030282703336 'RFR' '0.595909833908']
 [0.0 'DTR' '0.0925810337067']
 [0.16009612446078694 'SVR' '0.0470387935638']
 [0.9200879812449578 'RFR' '0.556818962097']
 [0.9152178440915417 'RFR' '0.510673046112']
 [0.956582644660698 'RFR' '0.780017852783']
 [0.7626458809224823 'RFR' '0.804521083832']
 [0.6559857818184904 'SVR' '0.0484261512756']
 [1.0 'SVR' '0.0522968769073']
 [0.12234498417193959 'RFR' '0.539169073105']
 [0.7662281359519072 'DTR' '0.0241129398346']
 [0.2606998851244675 'RFR' '0.844372034073']
 [0.9545231752570313 'RFR' '0.509226083755']
 [0.8928208078927016 'RFR' '0.54599905014']
 [0.6505405644857639 'RFR' '0.557420969009']
 [0.0 'NONE' '0.0462009906769']
 [0.21320798038818833 'DTR' '0.0448729991913']
 [0.37000000000000005 'RFR' '0.509094953537']]"
1,Agricultura,Agricultura,2,48,0.603122656532,25.6417579651,"[[0.7451728188197096 'RFR' '0.57684803009']
 [0.5382854888833583 'RFR' '0.526418924332']
 [0.0 'SVR' '0.0463261604309']
 [0.0 'RFR' '0.702450037003']
 [0.3753131760929752 'SVR' '0.0495460033417']
 [0.7384906256771775 'RFR' '0.518774986267']
 [0.4103903156581928 'RFR' '0.540862083435']
 [0.8476769050345151 'RFR' '0.517375946045']
 [0.49996884907338 'RFR' '0.827306985855']
 [0.7868515832887976 'RFR' '0.575527906418']
 [0.8415952030373667 'RFR' '0.521427869797']
 [0.8272038462203367 'RFR' '0.533200025558']
 [1.0 'SVR' '0.0461459159851']
 [0.3621130550060935 'RFR' '0.562636852264']
 [0.8969929762679169 'DTR' '0.0448679924011']
 [0.7392373921382525 'SVR' '0.0500819683075']
 [0.722118513463057 'DTR' '0.0254220962524']
 [0.22386619123815282 'RFR' '0.54273891449']
 [0.8922041911784291 'RFR' '0.563687086105']
 [0.0 'SVR' '0.0478870868683']
 [0.42228895002789824 'RFR' '0.510292053223']
 [0.8638555113912421 'DTR' '0.0253729820251']
 [0.8559078940969492 'RFR' '0.548623085022']
 [0.9183737651646592 'RFR' '0.473886013031']
 [0.8066380939600062 'RFR' '0.704319000244']
 [0.7964440109749855 'RFR' '0.701475143433']
 [1.0 'SVR' '0.0456349849701']
 [0.5806030653336325 'RFR' '0.529204130173']
 [0.6628789109647959 'RFR' '0.50198507309']
 [0.42134628244648437 'SVR' '0.0527780056']
 [0.8782798923691088 'RFR' '0.725586891174']
 [0.9221605877188157 'RFR' '0.804339885712']
 [0.847407539630912 'DTR' '0.0264210700989']
 [0.0 'NONE' '0.0466449260712']
 [0.0 'RFR' '0.510707855225']
 [0.28875 'RFR' '0.555619955063']]"
2,Agricultura,Agricultura,3,48,0.587325859492,27.1006479263,"[[0.5530661259572864 'RFR' '0.555593013763']
 [0.7056341214115663 'RFR' '0.511285066605']
 [0.0 'RFR' '1.05467891693']
 [0.0 'SVR' '0.0469169616699']
 [0.7362783885467283 'RFR' '0.502720117569']
 [0.37634949654367633 'RFR' '0.535802841187']
 [0.5614302471325177 'SVR' '0.053582906723']
 [0.786283407989451 'DTR' '0.0268561840057']
 [0.6869830860984215 'RFR' '0.620399951935']
 [0.7068788751039594 'DTR' '0.0270102024078']
 [0.8414219150751199 'RFR' '0.489804029465']
 [0.7187398516640242 'RFR' '0.531486988068']
 [1.0 'SVR' '0.0453519821167']
 [0.3503679527614508 'RFR' '0.873826980591']
 [0.6459458998848011 'DTR' '0.0433709621429']
 [0.7906179690695369 'SVR' '0.0511510372162']
 [0.5848305924925006 'DTR' '0.026909828186']
 [0.5406596940024745 'SVR' '0.0526869297028']
 [0.801162926239224 'RFR' '0.626038789749']
 [0.0 'DTR' '0.0416948795319']
 [0.0 'SVR' '0.0479168891907']
 [0.851450912427946 'RFR' '0.485904932022']
 [0.8863246830894379 'RFR' '0.554209947586']
 [0.8884020906920597 'RFR' '0.48227596283']
 [0.7628612353914737 'RFR' '0.73814702034']
 [0.8211810797157988 'RFR' '0.677444934845']
 [1.0 'SVR' '0.0457620620728']
 [0.40860587411589827 'RFR' '0.529098987579']
 [0.8702094223854822 'RFR' '0.549910068512']
 [0.4501319064703123 'SVR' '0.0530309677124']
 [0.8956264082531868 'DTR' '0.0459418296814']
 [0.8999390401127586 'RFR' '0.557502031326']
 [0.7023477390922771 'SVR' '0.0532579421997']
 [0.0 'NONE' '0.0463829040527']
 [0.0 'SVR' '0.047926902771']
 [0.32 'RFR' '0.609104156494']]"
3,Agricultura,Ambiente,1,96,0.390739828725,35.3508560658,"[[0.20790200933165076 'RFR' '0.699298143387']
 [0.5060707735920832 'DTR' '0.0430428981781']
 [0.0 'NONE' '0.0463020801544']
 [0.5477851236389364 'SVR' '0.068030834198']
 [0.6796312301800789 'DTR' '0.0247468948364']
 [0.0 'SVR' '0.0496230125427']
 [0.8096078844333441 'RFR' '0.863964080811']
 [0.5183027227093285 'SVR' '0.0855188369751']
 [0.919798466024505 'RFR' '0.469351053238']
 [0.4804107233857674 'SVR' '0.0479509830475']
 [0.538202858267681 'DTR' '0.0243489742279']
 [0.37188133360421316 'RFR' '0.557378053665']
 [0.577912705411395 'DTR' '0.0422759056091']
 [0.7186406736347316 'RFR' '0.514207839966']
 [0.0 'DTR' '0.0239319801331']
 [0.49639461881753577 'DTR' '0.0242619514465']
 [0.35026557882982157 'SVR' '0.0494318008423']
 [0.6769395560193072 'RFR' '0.803357124329']
 [0.7940892438950224 'SVR' '0.0851409435272']
 [0.7053290371504922 'SVR' '0.0629799365997']
 [0.8096360262206105 'RFR' '0.479567050934']
 [0.0 'RFR' '0.531401872635']
 [0.563437602328136 'SVR' '0.0488471984863']
 [0.0 'SVR' '0.059867143631']
 [0.600863391514749 'DTR' '0.042160987854']
 [0.7530845788010512 'RFR' '0.509694099426']
 [0.0 'SVR' '0.0489110946655']
 [0.15854178102056043 'RFR' '0.528465986252']
 [0.17446404167171622 'SVR' '0.0490801334381']
 [0.0 'SVR' '0.101674795151']
 [0.030245473881908503 'RFR' '0.512013912201']
 [0.42130746609239267 'DTR' '0.0241239070892']
 [0.027658204601956192 'SVR' '0.048327922821']
 [0.07466569015060291 'RFR' '0.471817016602']
 [0.0 'SVR' '0.0485470294952']
 [0.03618416033356038 'SVR' '0.0844368934631']
 [0.0 'RFR' '0.495518922806']
 [0.46794204226044167 'DTR' '0.0248260498047']
 [0.6412508269722423 'DTR' '0.0246770381927']
 [0.7711030453220695 'SVR' '0.0482201576233']
 [0.4633225193096845 'SVR' '0.048614025116']
 [0.6242148450559672 'DTR' '0.0412268638611']
 [0.39882864124569645 'DTR' '0.0290758609772']
 [0.3192749697098281 'SVR' '0.0502750873566']
 [0.5694660419110734 'RFR' '0.553663015366']
 [0.0 'DTR' '0.0233311653137']
 [0.0 'DTR' '0.0409278869629']
 [0.0 'SVR' '0.0490548610687']
 [0.21020938099670902 'SVR' '0.0488369464874']
 [0.0 'DTR' '0.0229361057281']
 [1.0 'SVR' '0.045746088028']
 [0.8562227523843484 'RFR' '1.09775519371']
 [0.7340169888584854 'SVR' '0.0662331581116']
 [0.4948457415604878 'SVR' '0.0488998889923']]"
4,Agricultura,Ambiente,2,96,0.377480593849,36.8428008556,"[[0.4879135950228819 'DTR' '0.02738904953']
 [0.36105169463430686 'RFR' '0.784512042999']
 [0.0 'NONE' '0.0823931694031']
 [0.7410020788303496 'RFR' '0.479744911194']
 [0.7434147469697631 'DTR' '0.0309770107269']
 [0.0 'SVR' '0.0620198249817']
 [0.8538817181394285 'RFR' '0.508741140366']
 [0.41293362260970917 'SVR' '0.177128076553']
 [0.9169803284514737 'RFR' '0.54074716568']
 [0.4028308422132854 'RFR' '0.483908891678']
 [0.6004447923394504 'RFR' '0.607637882233']
 [0.3990930812336574 'SVR' '0.0516300201416']
 [0.34265315259037743 'SVR' '0.0726110935211']
 [0.5725424415650389 'RFR' '0.674978971481']
 [0.0 'DTR' '0.0254418849945']
 [0.506826106232193 'RFR' '0.504112005234']
 [0.1491898703689162 'SVR' '0.0524370670319']
 [0.5603388621926654 'RFR' '0.527385950089']
 [0.8579538943039704 'RFR' '1.02759003639']
 [0.7061761325141578 'SVR' '0.0547530651093']
 [0.8844955538338235 'RFR' '0.490697145462']
 [0.20223307786836964 'SVR' '0.0511660575867']
 [0.42425934077146055 'SVR' '0.0505199432373']
 [0.0 'SVR' '0.0512239933014']
 [0.6644469123303682 'RFR' '0.484679937363']
 [0.6439009696667274 'RFR' '0.503194093704']
 [0.0 'RFR' '0.545496940613']
 [0.2305676059766101 'SVR' '0.0635888576508']
 [0.0668471734031605 'DTR' '0.0264480113983']
 [0.5100558772709081 'RFR' '0.756335020065']
 [0.13583309789367387 'SVR' '0.0512509346008']
 [0.6679799525340145 'SVR' '0.0502731800079']
 [0.34294086121956413 'SVR' '0.0506222248077']
 [0.03275038382683341 'RFR' '0.570149898529']
 [0.0 'RFR' '0.778106927872']
 [0.1806935138351704 'RFR' '0.638972997665']
 [0.0 'DTR' '0.0270090103149']
 [0.0 'SVR' '0.0514380931854']
 [0.0 'RFR' '0.487643957138']
 [0.8802175033817807 'DTR' '0.0255129337311']
 [0.0 'RFR' '0.826884031296']
 [0.7002684051013702 'DTR' '0.0244860649109']
 [0.5241530342529422 'DTR' '0.0259490013123']
 [0.3058056366676499 'SVR' '0.0570220947266']
 [0.0 'RFR' '0.520331144333']
 [0.0 'DTR' '0.0228099822998']
 [0.0 'RFR' '0.616533041']
 [0.0 'SVR' '0.0523598194122']
 [0.49216690599830154 'DTR' '0.0268940925598']
 [0.0 'RFR' '0.491531133652']
 [1.0 'SVR' '0.0466258525848']
 [0.6764903188897708 'SVR' '0.0925889015198']
 [0.7074189434188635 'SVR' '0.0500621795654']
 [0.49520003947054503 'SVR' '0.0504851341248']]"
5,Agricultura,Ambiente,3,96,0.37213722998,39.1557848454,"[[0.2395945794721527 'RFR' '0.549711942673']
 [0.503509059849354 'SVR' '0.0535020828247']
 [0.0 'NONE' '0.0460638999939']
 [0.7331782724868435 'RFR' '0.488215923309']
 [0.7350076108258414 'RFR' '0.789095163345']
 [0.18254162429530787 'RFR' '0.666750907898']
 [0.8305528992673846 'RFR' '0.532892942429']
 [0.4125432511851952 'SVR' '0.0528419017792']
 [0.840540513445309 'RFR' '0.492335796356']
 [0.5107060696708523 'SVR' '0.0520420074463']
 [0.6291420689690064 'DTR' '0.0466551780701']
 [0.6278723291932965 'SVR' '0.0545189380646']
 [0.6458400611396355 'RFR' '0.531513929367']
 [0.6586458709100624 'RFR' '0.521775007248']
 [0.0 'RFR' '0.52685213089']
 [0.31001199729503603 'RFR' '0.721122980118']
 [0.0 'SVR' '0.131319999695']
 [0.8079565209541204 'RFR' '0.495476961136']
 [0.8375087565398605 'RFR' '0.557775020599']
 [0.8067475348240374 'RFR' '0.485448122025']
 [0.8571427651684281 'RFR' '0.569108963013']
 [0.0 'DTR' '0.0489490032196']
 [0.3873769554076901 'SVR' '0.0559060573578']
 [0.0 'SVR' '0.0531029701233']
 [0.7079212601263074 'RFR' '0.5388879776']
 [0.7165234651212781 'RFR' '0.522590875626']
 [0.0 'SVR' '0.0527200698853']
 [0.0 'RFR' '0.74754691124']
 [0.208145649023952 'RFR' '0.498551130295']
 [0.0 'SVR' '0.0533359050751']
 [0.009859973811742561 'SVR' '0.0533590316772']
 [0.6282278549914938 'SVR' '0.0518519878387']
 [0.3294525016676214 'SVR' '0.0914640426636']
 [0.07377517320727721 'SVR' '0.0775780677795']
 [0.0 'RFR' '0.5206990242']
 [0.040341757706889726 'DTR' '0.0390269756317']
 [0.0 'RFR' '0.550966024399']
 [0.1178584509054117 'DTR' '0.0499649047852']
 [0.25984543891638534 'DTR' '0.0284230709076']
 [0.8176862746649869 'RFR' '0.522346019745']
 [0.0 'SVR' '0.0521249771118']
 [0.5826365416893836 'RFR' '0.473140001297']
 [0.7239886919696166 'RFR' '0.95698595047']
 [0.0 'SVR' '0.0919189453125']
 [0.0 'SVR' '0.0662338733673']
 [0.0 'RFR' '0.54488992691']
 [0.0 'RFR' '0.459419965744']
 [0.0 'SVR' '0.0530030727386']
 [0.3485111822168279 'SVR' '0.0903880596161']
 [0.0 'SVR' '0.0472280979156']
 [1.0 'SVR' '0.0470728874207']
 [0.7813212772506116 'RFR' '0.566971063614']
 [0.8018953691990605 'RFR' '0.486948013306']
 [0.39100081557340216 'SVR' '0.0531630516052']]"
6,Agricultura,Ayuda,1,71,0.344852862494,37.7047898769,"[[1.0 'SVR' '0.0634689331055']
 [0.0 'RFR' '0.699706077576']
 [1.0 'SVR' '0.0470139980316']
 [0.8018387676220051 'RFR' '0.470868110657']
 [0.9162733712167348 'RFR' '0.520123958588']
 [0.0 'RFR' '0.467796802521']
 [0.8660297791110351 'RFR' '0.65212893486']
 [0.6946610491153332 'SVR' '0.0842399597168']
 [0.0 'SVR' '0.0611159801483']
 [0.0 'RFR' '0.45724105835']
 [0.0 'SVR' '0.0707449913025']
 [0.0 'SVR' '0.0462379455566']
 [0.5946251336409318 'RFR' '0.948220014572']
 [0.0 'SVR' '0.0837700366974']
 [0.0 'SVR' '0.0488090515137']
 [0.3302153843073946 'SVR' '0.0486080646515']
 [0.5387187663611179 'DTR' '0.0259649753571']
 [0.0 'RFR' '0.462024927139']
 [0.0 'SVR' '0.0842959880829']
 [0.7530690283197362 'RFR' '0.492774963379']
 [0.7581698543752537 'RFR' '0.508003950119']
 [0.0 'RFR' '0.494846105576']
 [0.18471551304248918 'SVR' '0.0489459037781']
 [0.4001412021892438 'SVR' '0.0463058948517']
 [0.6167054518666795 'DTR' '0.0415768623352']
 [0.09723348896657573 'SVR' '0.0541169643402']
 [0.5174439159592026 'SVR' '0.0603590011597']
 [0.0 'DTR' '0.025554895401']
 [0.7572133695708362 'RFR' '0.473601102829']
 [0.7006794364855352 'SVR' '0.0486679077148']
 [0.0 'DTR' '0.056333065033']
 [0.8340305518492362 'RFR' '0.467839002609']
 [0.0 'RFR' '0.545318126678']
 [0.0 'SVR' '0.0464918613434']
 [0.43578919594747373 'SVR' '0.0585129261017']
 [0.8841515366111473 'RFR' '0.763689041138']
 [0.4611824959014593 'DTR' '0.0245881080627']
 [0.5845136350532785 'DTR' '0.0285058021545']
 [0.0 'SVR' '0.0491001605988']
 [0.5869736200338649 'RFR' '0.466701030731']
 [0.0 'NONE' '0.0457270145416']
 [0.6841863330008016 'RFR' '0.78173995018']
 [0.6312701690427968 'DTR' '0.0239591598511']
 [0.7053626818827451 'SVR' '0.047816991806']
 [0.7729875646596034 'RFR' '0.490788221359']
 [0.0 'SVR' '0.0455150604248']
 [0.0 'SVR' '0.0486419200897']
 [0.0 'RFR' '0.752284049988']
 [0.0 'RFR' '0.514620065689']
 [0.4986589380158118 'RFR' '0.469679117203']
 [0.015265920613682815 'DTR' '0.0238621234894']
 [0.0 'SVR' '0.0494229793549']
 [0.0 'SVR' '0.0475959777832']
 [0.0635571249365004 'SVR' '0.0860929489136']
 [0.0 'SVR' '0.0543620586395']
 [0.4060340802987861 'DTR' '0.0239238739014']
 [0.7390578934041208 'SVR' '0.0507960319519']
 [0.0 'DTR' '0.0242559909821']
 [0.0 'DTR' '0.0255188941956']
 [0.8604164962645541 'RFR' '0.510425806046']]"
7,Agricultura,Ayuda,2,71,0.355001698382,40.4877910614,"[[1.0 'SVR' '0.070858001709']
 [0.8008144509747483 'RFR' '0.496510982513']
 [1.0 'SVR' '0.0662560462952']
 [0.7773789155401457 'RFR' '0.752359867096']
 [0.8572964653860105 'RFR' '0.49089217186']
 [0.0 'SVR' '0.0571749210358']
 [0.8102933575982665 'RFR' '0.572946071625']
 [0.646947894726337 'DTR' '0.026312828064']
 [0.23525041289263243 'SVR' '0.058130979538']
 [0.0 'RFR' '0.506596088409']
 [0.0 'SVR' '0.05157995224']
 [0.0 'DTR' '0.0234169960022']
 [0.7294625397735942 'RFR' '0.520868778229']
 [0.0 'SVR' '0.0510580539703']
 [0.0 'RFR' '0.969527006149']
 [0.0 'RFR' '0.526854038239']
 [0.7188267637507594 'RFR' '0.485339164734']
 [0.0 'RFR' '0.542283058167']
 [0.0 'SVR' '0.0519239902496']
 [0.3943441636627998 'SVR' '0.0886549949646']
 [0.7911616372710925 'RFR' '0.598077058792']
 [0.347664715318421 'RFR' '0.530589103699']
 [0.08924066121190241 'SVR' '0.0535600185394']
 [0.4311976079682635 'SVR' '0.0481441020966']
 [0.6451572106645942 'SVR' '0.0494899749756']
 [0.36631991302296346 'SVR' '0.0912499427795']
 [0.6327898402502589 'SVR' '0.0538940429688']
 [0.0 'DTR' '0.0273778438568']
 [0.3463146121190082 'RFR' '0.617186069489']
 [0.6105932136829908 'SVR' '0.05064702034']
 [0.1370884335904125 'RFR' '1.08213806152']
 [0.8371332994493186 'RFR' '0.535762071609']
 [0.0 'SVR' '0.0673189163208']
 [0.0 'SVR' '0.0477769374847']
 [0.0692826279322079 'SVR' '0.051952123642']
 [0.6882771163823127 'DTR' '0.0257961750031']
 [0.3586059852246836 'SVR' '0.0882120132446']
 [0.6710918394482838 'RFR' '0.48365688324']
 [0.0 'SVR' '0.0528919696808']
 [0.5532347405517312 'RFR' '0.528193950653']
 [0.0 'NONE' '0.0468609333038']
 [0.6895211471778879 'RFR' '0.788435220718']
 [0.626770659460029 'DTR' '0.0453810691833']
 [0.5353524578414965 'SVR' '0.0503299236298']
 [0.665055668602241 'SVR' '0.0506420135498']
 [0.0 'DTR' '0.0362141132355']
 [0.05533814250123319 'SVR' '0.0527119636536']
 [0.0 'SVR' '0.083781003952']
 [0.0 'RFR' '0.558794975281']
 [0.4358312778020115 'SVR' '0.0510730743408']
 [0.0 'SVR' '0.0497360229492']
 [0.0 'SVR' '0.0532989501953']
 [0.0 'SVR' '0.0646760463715']
 [0.0 'RFR' '0.699243068695']
 [0.0 'RFR' '0.520039081573']
 [0.7143202027071512 'RFR' '0.480935096741']
 [0.8129479812908054 'DTR' '0.0246889591217']
 [0.1742391794982528 'SVR' '0.0492069721222']
 [0.3457483745342212 'SVR' '0.0791528224945']
 [0.6992083930936295 'DTR' '0.0440981388092']]"
8,Agricultura,Ayuda,3,71,0.379431855108,42.3251259327,"[[1.0 'SVR' '0.0465610027313']
 [0.687886892648346 'RFR' '0.774415969849']
 [1.0 'SVR' '0.0481889247894']
 [0.7858242650171935 'RFR' '0.530652046204']
 [0.8901585909024223 'RFR' '0.512482881546']
 [0.3991211624757886 'SVR' '0.0516579151154']
 [0.8420363064588754 'RFR' '0.770850896835']
 [0.8656103623851111 'RFR' '0.628211975098']
 [0.0 'SVR' '0.0544631481171']
 [0.0 'SVR' '0.046434879303']
 [0.0 'SVR' '0.0830399990082']
 [0.0 'SVR' '0.0476460456848']
 [0.6213066080399233 'RFR' '0.896567106247']
 [0.0 'RFR' '0.51709485054']
 [0.0 'RFR' '0.541940927505']
 [0.4134281399870291 'SVR' '0.0534892082214']
 [0.7037727713753593 'RFR' '0.536552190781']
 [0.0 'SVR' '0.0480990409851']
 [0.0 'SVR' '0.0927560329437']
 [0.5983689301600295 'SVR' '0.0529520511627']
 [0.860843191831472 'RFR' '0.491245985031']
 [0.2923790086786236 'RFR' '0.544198989868']
 [0.6129978912425592 'RFR' '0.544886112213']
 [0.027540172119928708 'SVR' '0.0538790225983']
 [0.648787645184497 'SVR' '0.0893421173096']
 [0.4130731122887231 'SVR' '0.0542249679565']
 [0.3947688118494736 'SVR' '0.0537710189819']
 [0.0 'DTR' '0.0306267738342']
 [0.49827962418779687 'SVR' '0.0523858070374']
 [0.6704261272334047 'SVR' '0.0913138389587']
 [0.0 'SVR' '0.0559759140015']
 [0.7039065235983877 'RFR' '0.51876616478']
 [0.0 'RFR' '0.557436943054']
 [0.0 'SVR' '0.0483939647675']
 [0.3366424060449401 'SVR' '0.0541689395905']
 [0.7475502138407458 'RFR' '0.725855112076']
 [0.29626029744273163 'SVR' '0.0524241924286']
 [0.6806166836362786 'SVR' '0.0519530773163']
 [0.0 'SVR' '0.055606842041']
 [0.610986018947006 'SVR' '0.115941047668']
 [0.0 'NONE' '0.0877780914307']
 [0.6529767443878135 'RFR' '0.52817606926']
 [0.7715461082713923 'RFR' '0.526860952377']
 [0.7874034378777314 'RFR' '0.529218912125']
 [0.6859053438996463 'RFR' '0.768539905548']
 [0.0 'SVR' '0.0899770259857']
 [0.2924158387597523 'RFR' '0.530430078506']
 [0.0 'RFR' '0.560176134109']
 [0.0 'SVR' '0.0548489093781']
 [0.7390429435562613 'RFR' '0.759255886078']
 [0.0 'RFR' '0.715309858322']
 [0.0 'SVR' '0.0550539493561']
 [0.0 'SVR' '0.0520839691162']
 [0.0 'SVR' '0.0552480220795']
 [0.09878902249054959 'RFR' '0.800588130951']
 [0.6988241035168639 'SVR' '0.187550067902']
 [0.6565385583325989 'SVR' '0.0499730110168']
 [0.0 'SVR' '0.0613641738892']
 [0.0 'DTR' '0.0288081169128']
 [0.7798974478011644 'RFR' '0.849806070328']]"
9,Agricultura,Ciencia,1,13,0.431337845894,10.3980109692,"[[0.0 'RFR' '1.05632686615']
 [0.0 'RFR' '0.476581096649']
 [0.0 'DTR' '0.0248289108276']
 [0.49689341248616115 'DTR' '0.0245010852814']
 [0.0 'DTR' '0.0246438980103']
 [0.4903459830390638 'RFR' '0.882475852966']
 [0.609260654580012 'DTR' '0.0272119045258']
 [0.5111406455717298 'RFR' '0.501359939575']
 [0.7981187332707379 'RFR' '0.496618032455']
 [0.6649739081720742 'RFR' '0.50937795639']
 [0.8842918402633908 'RFR' '0.829251050949']
 [0.7210289733458244 'DTR' '0.043105840683']]"
