,Estimator,Search,Time,Preprocessing
2883,RFR,original,0.306369781494,imput
2884,DTR,original,0.00761389732361,imput
2885,SVR,original,0.00205993652344,imput
2886,RFR,original,0.313261032104,imput
2887,DTR,original,0.00671219825745,imput
2888,SVR,original,0.00351905822754,imput
2889,RFR,original,0.276773929596,imput
2890,DTR,original,0.00674986839294,imput
2891,SVR,original,0.00316190719604,imput
2892,RFR,original,0.311623096466,imput
2893,DTR,original,0.00940489768982,imput
2894,SVR,original,0.00350904464722,imput
2895,RFR,original,0.308923959732,imput
2896,DTR,original,0.00368404388428,imput
2897,SVR,original,0.00140309333801,imput
2898,RFR,original,0.291834115982,imput
2899,DTR,original,0.00349092483521,imput
2900,SVR,original,0.00135588645935,imput
2901,RFR,original,0.294116973877,imput
2902,DTR,original,0.00331807136536,imput
2903,SVR,original,0.00126218795776,imput
2904,RFR,original,0.291515827179,imput
2905,DTR,original,0.00333595275879,imput
2906,SVR,original,0.00127911567688,imput
2907,RFR,original,0.273293972015,imput
2908,DTR,original,0.00349617004395,imput
2909,SVR,original,0.00127506256104,imput
2910,RFR,original,0.294890880585,imput
2911,DTR,original,0.00341010093689,imput
2912,SVR,original,0.00137090682983,imput
2913,RFR,original,0.300050020218,imput
2914,DTR,original,0.00342988967896,imput
2915,SVR,original,0.00130200386047,imput
2916,RFR,original,0.292438983917,imput
2917,DTR,original,0.0033221244812,imput
2918,SVR,original,0.00139212608337,imput
2919,RFR,original,0.294203996658,imput
2920,DTR,original,0.00376605987549,imput
2921,SVR,original,0.00130987167358,imput
2922,RFR,original,0.306478977203,imput
2923,DTR,original,0.00683903694153,imput
2924,DTR,original,0.00591707229614,imput
2925,SVR,original,0.00363612174988,imput
2926,RFR,original,0.32225894928,imput
2927,DTR,original,0.00234603881836,imput
2928,SVR,original,0.000944852828979,imput
2929,RFR,original,0.289363861084,imput
2930,DTR,original,0.00233387947083,imput
2931,DTR,original,0.00239300727844,imput
2932,SVR,original,0.000990867614746,imput
2933,RFR,original,0.294548034668,imput
2934,DTR,original,0.00292992591858,imput
2935,SVR,original,0.00098705291748,imput
2936,RFR,original,0.293021202087,imput
2937,DTR,original,0.00296401977539,imput
2938,SVR,original,0.00100302696228,imput
2939,RFR,original,0.301027059555,imput
2940,DTR,original,0.0059609413147,imput
2941,SVR,original,0.00256299972534,imput
2942,RFR,original,0.263937950134,imput
2943,DTR,original,0.0053870677948,imput
2944,SVR,original,0.00288820266724,imput
2945,RFR,original,0.307215929031,imput
2946,DTR,original,0.00551795959473,imput
2947,SVR,original,0.0029628276825,imput
2948,RFR,original,0.299526929855,imput
2949,DTR,original,0.00690603256226,imput
2950,SVR,original,0.00294589996338,imput
2951,RFR,original,0.272198200226,imput
2952,DTR,original,0.00673294067383,imput
2953,SVR,original,0.00309610366821,imput
2954,RFR,original,0.313261985779,imput
2955,DTR,original,0.00361394882202,imput
2956,SVR,original,0.00185298919678,imput
2957,RFR,original,0.291667938232,imput
2958,DTR,original,0.00467395782471,imput
2959,SVR,original,0.0018150806427,imput
2960,RFR,original,0.300714969635,imput
2961,DTR,original,0.0048930644989,imput
2962,SVR,original,0.00183081626892,imput
2963,RFR,original,0.297481060028,imput
2964,DTR,original,0.00390195846558,imput
2965,SVR,original,0.00601100921631,imput
2966,RFR,original,0.304673194885,imput
2967,DTR,original,0.00417685508728,imput
2968,SVR,original,0.010715007782,imput
2969,RFR,original,0.30248093605,imput
2970,DTR,original,0.00511908531189,imput
2971,SVR,original,0.00246620178223,imput
2972,RFR,original,0.270169973373,imput
2973,DTR,original,0.00885701179504,imput
2974,SVR,original,0.00539588928223,imput
2975,RFR,original,0.265338182449,imput
2976,DTR,original,0.00621604919434,imput
2977,SVR,original,0.00612020492554,imput
2978,RFR,original,0.281252861023,imput
2979,DTR,original,0.00820994377136,imput
2980,SVR,original,0.00557112693787,imput
2981,RFR,original,0.307686090469,imput
2982,DTR,original,0.00773000717163,imput
2983,SVR,original,0.00421690940857,imput
2984,RFR,original,0.259222984314,imput
2985,DTR,original,0.00787305831909,imput
2986,DTR,original,0.00354409217834,imput
2987,SVR,original,0.00176095962524,imput
2988,RFR,original,0.300567865372,imput
2989,DTR,original,0.00913190841675,imput
2990,DTR,original,0.00334095954895,imput
2991,SVR,original,0.00186514854431,imput
2992,RFR,original,0.309648036957,imput
2993,DTR,original,0.00808191299438,imput
2994,SVR,original,0.00534987449646,imput
2995,RFR,original,0.270512104034,imput
2996,DTR,original,0.00729918479919,imput
2997,SVR,original,0.00385284423828,imput
2998,RFR,original,0.309417963028,imput
2999,DTR,original,0.00656199455261,imput
3000,SVR,original,0.00373101234436,imput
3001,RFR,original,0.304836988449,imput
3002,DTR,original,0.00755000114441,imput
3003,SVR,original,0.00394606590271,imput
3004,RFR,original,0.261730194092,imput
3005,DTR,original,0.00827288627625,imput
3006,SVR,original,0.00379204750061,imput
3007,RFR,original,0.315774202347,imput
3008,DTR,original,0.00486302375793,imput
3009,SVR,original,0.0025360584259,imput
3010,RFR,original,0.303073883057,imput
3011,DTR,original,0.00406193733215,imput
3012,SVR,original,0.00200009346008,imput
3013,RFR,original,0.297776937485,imput
3014,DTR,original,0.0134139060974,imput
3015,SVR,original,0.013338804245,imput
3016,RFR,original,0.29866194725,imput
3017,DTR,original,0.00471115112305,imput
3018,SVR,original,0.00215196609497,imput
3019,RFR,original,0.30081987381,imput
3020,DTR,original,0.0052170753479,imput
3021,SVR,original,0.00215601921082,imput
3022,RFR,original,0.274123191833,imput
3023,DTR,original,0.00882506370544,imput
3024,SVR,original,0.00596690177917,imput
3025,RFR,original,0.282414913177,imput
3026,DTR,original,0.0130250453949,imput
3027,SVR,original,0.0054018497467,imput
3028,RFR,original,0.28777217865,imput
3029,DTR,original,0.0126719474792,imput
3030,SVR,original,0.00579714775085,imput
3031,RFR,original,0.303729057312,imput
3032,DTR,original,0.000485897064209,imput
3033,SVR,original,0.000586986541748,imput
3034,RFR,original,0.301278829575,imput
3035,DTR,original,0.00313186645508,imput
3036,DTR,original,0.00283098220825,imput
3037,DTR,original,0.00237202644348,imput
3038,DTR,original,0.00364589691162,imput
3039,DTR,original,0.00293922424316,imput
3040,DTR,original,0.00316214561462,imput
3041,SVR,original,0.00388789176941,imput
3042,RFR,original,0.313600063324,imput
3043,DTR,original,0.00449585914612,imput
3044,SVR,original,0.00202488899231,imput
3045,RFR,original,0.318791151047,imput
3046,DTR,original,0.00219297409058,imput
3047,DTR,original,0.00336384773254,imput
3048,SVR,original,0.00536298751831,imput
3049,RFR,original,0.294945001602,imput
3050,DTR,original,0.00119495391846,imput
3051,SVR,original,0.000855922698975,imput
3052,RFR,original,0.283664226532,imput
3053,DTR,original,0.000532865524292,imput
3054,SVR,original,0.000447988510132,imput
3055,RFR,original,0.295645952225,imput
3056,DTR,original,0.0019359588623,imput
3057,SVR,original,0.00101089477539,imput
3058,RFR,original,0.318155050278,imput
3059,DTR,original,0.000547885894775,imput
3060,SVR,original,0.000489950180054,imput
3061,RFR,original,0.293632030487,imput
3062,DTR,original,0.00407409667969,imput
3063,DTR,original,0.00235986709595,imput
3064,DTR,original,0.000282049179077,imput
3065,SVR,original,0.000370979309082,imput
3066,RFR,original,0.294824123383,imput
3067,DTR,original,0.000290870666504,imput
3068,DTR,original,0.000592947006226,imput
3069,SVR,original,0.000471115112305,imput
3070,RFR,original,0.312011003494,imput
3071,DTR,original,0.000497102737427,imput
3072,SVR,original,0.000449895858765,imput
3073,RFR,original,0.292788982391,imput
3074,DTR,original,0.000442981719971,imput
3075,SVR,original,0.000429153442383,imput
3076,RFR,original,0.294895887375,imput
3077,DTR,original,0.00114512443542,imput
3078,SVR,original,0.000856161117554,imput
3079,RFR,original,0.283257007599,imput
3080,DTR,original,0.00053596496582,imput
3081,SVR,original,0.00043797492981,imput
3082,RFR,original,0.284312963486,imput
3083,DTR,original,0.000545024871826,imput
3084,SVR,original,0.000486135482788,imput
3085,RFR,original,0.287204027176,imput
3086,DTR,original,0.000347852706909,imput
3087,SVR,original,0.000382900238037,imput
3088,RFR,original,0.281924962997,imput
3089,DTR,original,0.000286102294922,imput
3090,SVR,original,0.000332832336426,imput
3091,RFR,original,0.282643079758,imput
3092,DTR,original,0.000304937362671,imput
3093,SVR,original,0.00034499168396,imput
3094,RFR,original,0.285928964615,imput
3095,DTR,original,0.000547885894775,imput
3096,SVR,original,0.000461101531982,imput
3097,RFR,original,0.287122964859,imput
3098,DTR,original,0.00302600860596,imput
3099,DTR,original,0.00371909141541,imput
3100,DTR,original,0.00213694572449,imput
3101,DTR,original,0.00243520736694,imput
3102,DTR,original,0.00239992141724,imput
3103,DTR,original,0.000402927398682,imput
3104,SVR,original,0.000396013259888,imput
3105,RFR,original,0.312916994095,imput
3106,DTR,original,0.000441074371338,imput
3107,SVR,original,0.00045108795166,imput
3108,RFR,original,0.288499832153,imput
3109,DTR,original,0.00344800949097,imput
3110,DTR,original,0.000553131103516,imput
3111,SVR,original,0.00046706199646,imput
3112,RFR,original,0.302914142609,imput
3113,DTR,original,0.00366401672363,imput
3114,SVR,original,0.003084897995,imput
3115,RFR,original,0.310544013977,imput
3116,DTR,original,0.00211310386658,imput
3117,SVR,original,0.00443482398987,imput
3118,RFR,original,0.298753023148,imput
3119,DTR,original,0.000365972518921,imput
3120,SVR,original,0.000432968139648,imput
3121,RFR,original,0.302127838135,imput
3122,DTR,original,0.00416994094849,imput
3123,SVR,original,0.00402593612671,imput
3124,RFR,original,0.289326906204,imput
3125,DTR,original,0.00389409065247,imput
3126,SVR,original,0.0035719871521,imput
3127,RFR,original,0.320927858353,imput
3128,DTR,original,0.00299715995789,imput
3129,DTR,original,0.00344896316528,imput
3130,SVR,original,0.00394511222839,imput
3131,RFR,original,0.294444084167,imput
3132,DTR,original,0.00372409820557,imput
3133,SVR,original,0.00352096557617,imput
3134,RFR,original,0.298855066299,imput
3135,DTR,original,0.00374484062195,imput
3136,SVR,original,0.00366282463074,imput
3137,RFR,original,0.299113988876,imput
3138,DTR,original,0.00306391716003,imput
3139,SVR,original,0.0035228729248,imput
3140,RFR,original,0.309046030045,imput
3141,DTR,original,0.00310492515564,imput
3142,SVR,original,0.00363802909851,imput
3143,RFR,original,0.292634010315,imput
3144,DTR,original,0.00193500518799,imput
3145,SVR,original,0.00187993049622,imput
3146,RFR,original,0.28928399086,imput
3147,DTR,original,0.00299000740051,imput
3148,SVR,original,0.00390791893005,imput
3149,RFR,original,0.297069787979,imput
3150,DTR,original,0.00327181816101,imput
3151,SVR,original,0.00409293174744,imput
3152,RFR,original,0.296396017075,imput
3153,DTR,original,0.00331497192383,imput
3154,SVR,original,0.00328898429871,imput
3155,RFR,original,0.274721860886,imput
3156,DTR,original,0.00285506248474,imput
3157,SVR,original,0.00367212295532,imput
3158,RFR,original,0.281365156174,imput
3159,DTR,original,0.00312495231628,imput
3160,DTR,original,0.00294709205627,imput
3161,SVR,original,0.00379300117493,imput
3162,RFR,original,0.295107841492,imput
3163,DTR,original,0.00267601013184,imput
3164,SVR,original,0.00366497039795,imput
3165,RFR,original,0.291768074036,imput
3166,DTR,original,0.00372910499573,imput
3167,DTR,original,0.00256896018982,imput
3168,SVR,original,0.00416612625122,imput
3169,RFR,original,0.320302963257,imput
3170,DTR,original,0.00262403488159,imput
3171,SVR,original,0.00496101379395,imput
3172,RFR,original,0.313819169998,imput
3173,DTR,original,0.00370693206787,imput
3174,SVR,original,0.00421810150146,imput
3175,RFR,original,0.304228067398,imput
3176,DTR,original,0.000919103622437,imput
3177,SVR,original,0.00053596496582,imput
3178,RFR,original,0.286628961563,imput
3179,DTR,original,0.00080680847168,imput
3180,SVR,original,0.000525951385498,imput
3181,RFR,original,0.290249109268,imput
3182,DTR,original,0.00320291519165,imput
3183,DTR,original,0.00333690643311,imput
3184,SVR,original,0.00391101837158,imput
3185,RFR,original,0.292225837708,imput
3186,DTR,original,0.00342011451721,imput
3187,DTR,original,0.00312304496765,imput
3188,SVR,original,0.00272607803345,imput
3189,RFR,original,0.298993110657,imput
3190,DTR,original,0.00277185440063,imput
3191,DTR,original,0.00109195709229,imput
3192,SVR,original,0.00109505653381,imput
3193,RFR,original,0.290407896042,imput
3194,DTR,original,0.00770306587219,imput
3195,DTR,original,0.00114583969116,imput
3196,SVR,original,0.000900030136108,imput
3197,RFR,original,0.293822050095,imput
3198,DTR,original,0.00271391868591,imput
3199,DTR,original,0.00208401679993,imput
3200,SVR,original,0.00408101081848,imput
3201,RFR,original,0.293704986572,imput
3202,DTR,original,0.00358510017395,imput
3203,DTR,original,0.00399112701416,imput
3204,SVR,original,0.0119681358337,imput
3205,RFR,original,0.309527873993,imput
3206,DTR,original,0.00323009490967,imput
3207,SVR,original,0.00336098670959,imput
3208,RFR,original,0.294647932053,imput
3209,DTR,original,0.000720977783203,imput
3210,SVR,original,0.00047492980957,imput
3211,RFR,original,0.299592971802,imput
3212,DTR,original,0.000815153121948,imput
3213,SVR,original,0.000525951385498,imput
3214,RFR,original,0.289124965668,imput
3215,DTR,original,0.00325894355774,imput
3216,SVR,original,0.0036449432373,imput
3217,RFR,original,0.269568920135,imput
3218,DTR,original,0.00352787971497,imput
3219,SVR,original,0.00290203094482,imput
3220,RFR,original,0.307975053787,imput
3221,DTR,original,0.000704050064087,imput
3222,SVR,original,0.000426054000854,imput
3223,RFR,original,0.289989948273,imput
3224,DTR,original,0.000671148300171,imput
3225,SVR,original,0.000524044036865,imput
3226,RFR,original,0.314175844193,imput
3227,DTR,original,0.000655889511108,imput
3228,SVR,original,0.000502109527588,imput
3229,RFR,original,0.285356998444,imput
3230,DTR,original,0.00161218643188,imput
3231,SVR,original,0.00140404701233,imput
3232,RFR,original,0.291401147842,imput
3233,DTR,original,0.00264000892639,imput
3234,SVR,original,0.00305390357971,imput
3235,RFR,original,0.303658008575,imput
3236,DTR,original,0.00350308418274,imput
3237,SVR,original,0.00288987159729,imput
3238,RFR,original,0.296804904938,imput
3239,DTR,original,0.00281596183777,imput
3240,DTR,original,0.00209903717041,imput
3241,DTR,original,0.00239706039429,imput
3242,SVR,original,0.00299501419067,imput
3243,RFR,original,0.293668985367,imput
3244,DTR,original,0.00130009651184,imput
3245,SVR,original,0.000545978546143,imput
3246,RFR,original,0.288919210434,imput
3247,DTR,original,0.00336408615112,imput
3248,SVR,original,0.00365400314331,imput
3249,RFR,original,0.301652908325,imput
3250,DTR,original,0.00308990478516,imput
3251,SVR,original,0.00398898124695,imput
3252,RFR,original,0.286073207855,imput
3253,DTR,original,0.00250697135925,imput
3254,DTR,original,0.0021870136261,imput
3255,SVR,original,0.00435996055603,imput
3256,RFR,original,0.292979955673,imput
3257,DTR,original,0.00260305404663,imput
3258,DTR,original,0.000705003738403,imput
3259,SVR,original,0.000504016876221,imput
3260,RFR,original,0.288938045502,imput
3261,DTR,original,0.00313711166382,imput
3262,DTR,original,0.00324702262878,imput
3263,DTR,original,0.00311708450317,imput
3264,DTR,original,0.00426411628723,imput
3265,SVR,original,0.00489783287048,imput
3266,RFR,original,0.317332029343,imput
3267,DTR,original,0.00453805923462,imput
3268,DTR,original,0.00270390510559,imput
3269,SVR,original,0.00355911254883,imput
3270,RFR,original,0.279668092728,imput
3271,DTR,original,0.000577926635742,imput
3272,SVR,original,0.000472068786621,imput
3273,RFR,original,0.284546136856,imput
3274,DTR,original,0.0016348361969,imput
3275,DTR,original,0.00176191329956,imput
3276,SVR,original,0.00213885307312,imput
3277,RFR,original,0.297065019608,imput
3278,DTR,original,0.00188708305359,imput
3279,DTR,original,0.00227117538452,imput
3280,DTR,original,0.00254988670349,imput
3281,SVR,original,0.00225210189819,imput
3282,RFR,original,0.310094118118,imput
3283,DTR,original,0.00489807128906,imput
3284,SVR,original,0.00215697288513,imput
3285,RFR,original,0.293305873871,imput
3286,DTR,original,0.00277304649353,imput
3287,SVR,original,0.0038378238678,imput
3288,RFR,original,0.308751821518,imput
3289,DTR,original,0.000576019287109,imput
3290,SVR,original,0.000449895858765,imput
3291,RFR,original,0.29322886467,imput
3292,DTR,original,0.000547885894775,imput
3293,SVR,original,0.000427961349487,imput
3294,RFR,original,0.28923201561,imput
3295,DTR,original,0.000555038452148,imput
3296,SVR,original,0.000427007675171,imput
3297,RFR,original,0.282219171524,imput
3298,DTR,original,0.00043511390686,imput
3299,SVR,original,0.000653982162476,imput
3300,RFR,original,0.290569067001,imput
3301,DTR,original,0.000447034835815,imput
3302,SVR,original,0.000496864318848,imput
3303,RFR,original,0.306802034378,imput
3304,DTR,original,0.000448942184448,imput
3305,SVR,original,0.000442028045654,imput
3306,RFR,original,0.306580066681,imput
3307,DTR,original,0.000580072402954,imput
3308,SVR,original,0.000444173812866,imput
3309,RFR,original,0.288769960403,imput
3310,DTR,original,0.000556945800781,imput
3311,SVR,original,0.000481843948364,imput
3312,RFR,original,0.29550909996,imput
3313,DTR,original,0.00052809715271,imput
3314,SVR,original,0.000439882278442,imput
3315,RFR,original,0.296210050583,imput
3316,DTR,original,0.00233602523804,imput
3317,DTR,original,0.000594139099121,imput
3318,SVR,original,0.000443935394287,imput
3319,RFR,original,0.301303863525,imput
3320,DTR,original,0.000523805618286,imput
3321,SVR,original,0.000431060791016,imput
3322,RFR,original,0.288303136826,imput
3323,DTR,original,0.000620126724243,imput
3324,SVR,original,0.00042986869812,imput
3325,RFR,original,0.285309076309,imput
3326,DTR,original,0.000569105148315,imput
3327,SVR,original,0.000452995300293,imput
3328,RFR,original,0.305557966232,imput
3329,DTR,original,0.000472784042358,imput
3330,SVR,original,0.000472068786621,imput
3331,RFR,original,0.284774065018,imput
3332,DTR,original,0.000498056411743,imput
3333,SVR,original,0.000475883483887,imput
3334,RFR,original,0.300781011581,imput
3335,DTR,original,0.00255417823792,imput
3336,SVR,original,0.00380802154541,imput
3337,RFR,original,0.289590120316,imput
3338,DTR,original,0.00245094299316,imput
3339,DTR,original,0.000598907470703,imput
3340,SVR,original,0.000416994094849,imput
3341,RFR,original,0.286750078201,imput
3342,DTR,original,0.00652623176575,imput
3343,DTR,original,0.00420999526978,imput
3344,SVR,original,0.00480508804321,imput
3345,RFR,original,0.308947086334,imput
3346,DTR,original,0.00493001937866,imput
3347,SVR,original,0.00427198410034,imput
3348,RFR,original,0.283143997192,imput
3349,DTR,original,0.00584292411804,imput
3350,SVR,original,0.00624680519104,imput
3351,RFR,original,0.307775974274,imput
3352,DTR,original,0.00582695007324,imput
3353,DTR,original,0.00764298439026,imput
3354,SVR,original,0.00443315505981,imput
3355,RFR,original,0.258877038956,imput
3356,DTR,original,0.00373005867004,imput
3357,SVR,original,0.00261116027832,imput
3358,RFR,original,0.294672012329,imput
3359,DTR,original,0.0058970451355,imput
3360,SVR,original,0.00488305091858,imput
3361,RFR,original,0.300030231476,imput
3362,DTR,original,0.00590205192566,imput
3363,SVR,original,0.00538086891174,imput
3364,RFR,original,0.263016939163,imput
3365,DTR,original,0.0023238658905,imput
3366,SVR,original,0.000954866409302,imput
3367,RFR,original,0.293141126633,imput
3368,DTR,original,0.000797033309937,imput
3369,SVR,original,0.000477075576782,imput
3370,RFR,original,0.289861917496,imput
3371,DTR,original,0.000756025314331,imput
3372,SVR,original,0.000465869903564,imput
3373,RFR,original,0.289199829102,imput
3374,DTR,original,0.000711917877197,imput
3375,SVR,original,0.000487089157104,imput
3376,RFR,original,0.297648906708,imput
3377,DTR,original,0.00209999084473,imput
3378,SVR,original,0.00132298469543,imput
3379,DTR,original,0.00532913208008,imput
3380,DTR,original,0.000297069549561,imput
3381,SVR,original,0.000360012054443,imput
3382,RFR,original,0.302917957306,imput
3383,DTR,original,0.000293016433716,imput
3384,SVR,original,0.000335931777954,imput
3385,RFR,original,0.291566133499,imput
3386,DTR,original,0.000874996185303,imput
3387,SVR,original,0.00049877166748,imput
3388,RFR,original,0.286823987961,imput
3389,DTR,original,0.000573873519897,imput
3390,SVR,original,0.000441789627075,imput
3391,RFR,original,0.292688131332,imput
3392,DTR,original,0.000521898269653,imput
3393,SVR,original,0.000401020050049,imput
3394,RFR,original,0.286638975143,imput
3395,DTR,original,0.00215101242065,imput
3396,SVR,original,0.00097918510437,imput
3397,RFR,original,0.291676998138,imput
3398,DTR,original,0.000918865203857,imput
3399,SVR,original,0.000494956970215,imput
3400,RFR,original,0.322439908981,imput
3401,DTR,original,0.000830173492432,imput
3402,SVR,original,0.000516891479492,imput
3403,RFR,original,0.287360906601,imput
3404,DTR,original,0.00133919715881,imput
3405,SVR,original,0.000409126281738,imput
3406,RFR,original,0.303534984589,imput
3407,DTR,original,0.000292778015137,imput
3408,SVR,original,0.000336885452271,imput
3409,RFR,original,0.294909000397,imput
3410,DTR,original,0.000334978103638,imput
3411,SVR,original,0.000353097915649,imput
3412,RFR,original,0.283356904984,imput
3413,DTR,original,0.000767946243286,imput
3414,SVR,original,0.000481843948364,imput
3415,RFR,original,0.288589954376,imput
3416,DTR,original,0.00551700592041,imput
3417,SVR,original,0.00450015068054,imput
3418,RFR,original,0.303311109543,imput
3419,DTR,original,0.0088939666748,imput
3420,SVR,original,0.00608110427856,imput
3421,RFR,original,0.299463033676,imput
3422,DTR,original,0.00501799583435,imput
3423,DTR,original,0.00464105606079,imput
3424,DTR,original,0.00564312934875,imput
3425,SVR,original,0.00464701652527,imput
3426,RFR,original,0.300074100494,imput
3427,DTR,original,0.000519990921021,imput
3428,SVR,original,0.000396966934204,imput
3429,RFR,original,0.287331104279,imput
3430,DTR,original,0.000663995742798,imput
3431,SVR,original,0.000761032104492,imput
3432,RFR,original,0.28670501709,imput
3433,DTR,original,0.00400900840759,imput
3434,SVR,original,0.00463509559631,imput
3435,RFR,original,0.303881168365,imput
3436,DTR,original,0.000723123550415,imput
3437,SVR,original,0.000449895858765,imput
3438,RFR,original,0.305649995804,imput
3439,DTR,original,0.00651097297668,imput
3440,SVR,original,0.00409388542175,imput
3441,RFR,original,0.328130960464,imput
3442,DTR,original,0.00506711006165,imput
3443,SVR,original,0.00477695465088,imput
3444,RFR,original,0.310035943985,imput
3445,DTR,original,0.000388145446777,imput
3446,SVR,original,0.000360012054443,imput
3447,RFR,original,0.286662101746,imput
3448,DTR,original,0.00677704811096,imput
3449,DTR,original,0.00653600692749,imput
3450,SVR,original,0.00442981719971,imput
3451,RFR,original,0.270716905594,imput
3452,DTR,original,0.00563406944275,imput
3453,SVR,original,0.0041069984436,imput
3454,RFR,original,0.312480926514,imput
3455,DTR,original,0.00625991821289,imput
3456,SVR,original,0.00472617149353,imput
3457,RFR,original,0.311830997467,imput
3458,DTR,original,0.0123209953308,imput
3459,SVR,original,0.00505208969116,imput
3460,RFR,original,0.283737897873,imput
3461,DTR,original,0.00667786598206,imput
3462,SVR,original,0.00432801246643,imput
3463,RFR,original,0.305166959763,imput
3464,DTR,original,0.00905609130859,imput
3465,SVR,original,0.00446581840515,imput
3466,RFR,original,0.263357162476,imput
3467,DTR,original,0.00541877746582,imput
3468,SVR,original,0.00470089912415,imput
3469,RFR,original,0.299706935883,imput
3470,DTR,original,0.00345396995544,imput
3471,SVR,original,0.00447487831116,imput
3472,RFR,original,0.318432807922,imput
3473,DTR,original,0.00653910636902,imput
3474,SVR,original,0.0047459602356,imput
3475,RFR,original,0.268522977829,imput
3476,DTR,original,0.00628089904785,imput
3477,SVR,original,0.00527906417847,imput
3478,RFR,original,0.273074865341,imput
3479,DTR,original,0.00610113143921,imput
3480,DTR,original,0.00515389442444,imput
3481,DTR,original,0.00613784790039,imput
3482,DTR,original,0.00569605827332,imput
3483,DTR,original,0.00511193275452,imput
3484,DTR,original,0.00638508796692,imput
3485,DTR,original,0.00524210929871,imput
3486,SVR,original,0.00496196746826,imput
3487,RFR,original,0.284726858139,imput
3488,DTR,original,0.0085780620575,imput
3489,SVR,original,0.0048999786377,imput
3490,RFR,original,0.310231924057,imput
3491,DTR,original,0.00721311569214,imput
3492,DTR,original,0.00123500823975,imput
3493,SVR,original,0.000596046447754,imput
3494,RFR,original,0.318897008896,imput
3495,DTR,original,0.0011579990387,imput
3496,SVR,original,0.000569820404053,imput
3497,RFR,original,0.292388916016,imput
3498,DTR,original,0.0059769153595,imput
3499,DTR,original,0.00706601142883,imput
3500,DTR,original,0.00629591941833,imput
3501,DTR,original,0.00529408454895,imput
3502,DTR,original,0.00580096244812,imput
3503,SVR,original,0.00390410423279,imput
3504,RFR,original,0.269608974457,imput
3505,DTR,original,0.00202703475952,imput
3506,SVR,original,0.00288987159729,imput
3507,RFR,original,0.291379928589,imput
3508,DTR,original,0.00626420974731,imput
3509,DTR,original,0.00197410583496,imput
3510,SVR,original,0.000961065292358,imput
3511,RFR,original,0.320286989212,imput
3512,DTR,original,0.00548696517944,imput
3513,SVR,original,0.00460195541382,imput
3514,RFR,original,0.311095952988,imput
3515,DTR,original,0.00456809997559,imput
3516,SVR,original,0.00501203536987,imput
3517,RFR,original,0.300461053848,imput
3518,DTR,original,0.00680780410767,imput
3519,DTR,original,0.00552105903625,imput
3520,DTR,original,0.00635480880737,imput
3521,SVR,original,0.00401878356934,imput
3522,RFR,original,0.286870002747,imput
3523,DTR,original,0.00100088119507,imput
3524,SVR,original,0.00049901008606,imput
3525,RFR,original,0.30875992775,imput
3526,DTR,original,0.00105595588684,imput
3527,SVR,original,0.000509977340698,imput
3528,RFR,original,0.296800136566,imput
3529,DTR,original,0.00576210021973,imput
3530,SVR,original,0.00401210784912,imput
3531,RFR,original,0.269622087479,imput
3532,DTR,original,0.00663995742798,imput
3533,SVR,original,0.00597596168518,imput
3534,RFR,original,0.311103105545,imput
3535,DTR,original,0.00104403495789,imput
3536,SVR,original,0.000489950180054,imput
3537,RFR,original,0.28395986557,imput
3538,DTR,original,0.000929832458496,imput
3539,SVR,original,0.000555038452148,imput
3540,RFR,original,0.285392045975,imput
3541,DTR,original,0.00101900100708,imput
3542,SVR,original,0.00055193901062,imput
3543,RFR,original,0.286982059479,imput
3544,DTR,original,0.00311493873596,imput
3545,SVR,original,0.00178003311157,imput
3546,RFR,original,0.286725997925,imput
3547,DTR,original,0.00501012802124,imput
3548,SVR,original,0.00527501106262,imput
3549,RFR,original,0.306354045868,imput
3550,DTR,original,0.00383114814758,imput
3551,SVR,original,0.00348091125488,imput
3552,RFR,original,0.295059919357,imput
3553,DTR,original,0.00446581840515,imput
3554,SVR,original,0.00342798233032,imput
3555,RFR,original,0.311439037323,imput
3556,DTR,original,0.00463891029358,imput
3557,DTR,original,0.00408220291138,imput
3558,DTR,original,0.000898122787476,imput
3559,SVR,original,0.000505924224854,imput
3560,RFR,original,0.285692930222,imput
3561,DTR,original,0.00662589073181,imput
3562,SVR,original,0.00485396385193,imput
3563,RFR,original,0.279467105865,imput
3564,DTR,original,0.00564908981323,imput
3565,SVR,original,0.00450110435486,imput
3566,RFR,original,0.303583145142,imput
3567,DTR,original,0.00452208518982,imput
3568,DTR,original,0.00544500350952,imput
3569,DTR,original,0.00554895401001,imput
3570,DTR,original,0.00118803977966,imput
3571,SVR,original,0.000581026077271,imput
3572,RFR,original,0.290410995483,imput
3573,DTR,original,0.00578904151917,imput
3574,SVR,original,0.00473213195801,imput
3575,RFR,original,0.284918785095,imput
3576,DTR,original,0.00566697120667,imput
3577,DTR,original,0.006187915802,imput
3578,DTR,original,0.0138809680939,imput
3579,DTR,original,0.00624299049377,imput
3580,DTR,original,0.00860905647278,imput
3581,SVR,original,0.00603199005127,imput
3582,RFR,original,0.316184997559,imput
3583,DTR,original,0.000840902328491,imput
3584,SVR,original,0.000513076782227,imput
3585,RFR,original,0.290480136871,imput
3586,DTR,original,0.0024631023407,imput
3587,SVR,original,0.0024049282074,imput
3588,RFR,original,0.301137208939,imput
3589,DTR,original,0.00345802307129,imput
3590,DTR,original,0.00277209281921,imput
3591,SVR,original,0.00221109390259,imput
