,Base,Target,Look Back,Estimator,%,Time,Indicators >90%,Resultados
0,Agricultura,Agricultura,1,Decission Tree Regressor,0.431818181818,- 138.078000069 s,"                                        IndicatorName
0                  Agricultural land (% of land area)
1                    Agricultural machinery, tractors
2   Agricultural methane emissions (thousand metri...
3                 Agriculture, value added (% of GDP)
4                   Arable land (hectares per person)
5                       Cereal yield (kg per hectare)
6             Crop production index (2004-2006 = 100)
7   Employment in agriculture, male (% of male emp...
8                        Forest area (% of land area)
9                                Forest area (sq. km)
10  Improved sanitation facilities, rural (% of ru...
11  Improved water source, rural (% of rural popul...
12                                 Land area (sq. km)
13       Livestock production index (2004-2006 = 100)
14                Permanent cropland (% of land area)
15                 Rural population growth (annual %)","[[0.34630802817986572, -0.51632185657340357], [0.32266084624026325, 0.56508093342410837], [0.3333507775376553, 0.69597352220079678], [0.94725402408545034, 0.79564279716595987], [0.88460881712250961, 0.88632469531907243], [1.0, -0.43450139431214807], [-0.024999999999999689, -0.93436169679336833], [0.67836326599245034, -0.060588448405708872], [0.98723824545561667, 0.02508602482509914], [0.88380766366229924, -0.0043630224267710016], [-22.62228931046803, -20.318041373399954], [0.73427816502787591, 0.52941689022802652], [0.6573474116354816, 0.5695162793477595], [0.81605462924186933, 0.78702692542183939], [0.92932269242948373, 0.91824849270604691], [0.69956902087520878, 0.023754478324928385], [-0.77933692169390412, -0.073620468037830067], [0.79224159230252089, 0.8197462152792353], [0.87705599100508236, 0.98043359833293187], [0.095810052628889086, -0.39016235358480467], [0.40187096351996399, -0.023276704293459183], [-0.92345623182469172, 0.79440409944969137], [0.93296317523571726, -0.23465084135724212], [0.91446325621210567, 0.31001532617159955], [0.38716988591289336, 0.71178805303726989], [-1.3192044459440533, 0.83900826428776309], [0.91545167784201764, 0.78942048666298181], [0.59987891822540718, 0.26699656488177648], [0.88280211863865043, 0.14284032454111495], [0.89797297425909917, 0.24228747947661755], [0.99846787326488162, 0.44563750714175687], [0.99162526990393518, 0.98918661630594917], [0.82677468214452965, 0.97217009029725476], [0.99142751651099714, 0.94742154728808303], [-10.717330895936565, 0.90952104643885923], [0.31742185887960372, 0.89407194469394524], [0.93158061878394749, 0.12949218814491459], [0.89422767257576163, 0.90781512537949871], [0.99778751631806806, 0.65841080053612178], [0.96031651728430034, 0.76687545971490478], [0.69822067132868137, 0.93615302853790749], [0.43323053261229938, 0.27695248951606022], [0.40617230660885495, 0.68876524465196631], [0.95392738935106258, 0.83534635294494231]]"
1,Agricultura,Agricultura,1,Random Forest Regressor,0.545454545455,- 1346.25399995 s,"                                        IndicatorName
0                  Agricultural land (% of land area)
1                          Agricultural land (sq. km)
2         Agricultural methane emissions (% of total)
3   Agricultural nitrous oxide emissions (% of total)
4   Agriculture value added per worker (constant 2...
5                 Agriculture, value added (% of GDP)
6                        Arable land (% of land area)
7                   Arable land (hectares per person)
8                              Arable land (hectares)
9                     Cereal production (metric tons)
10                      Cereal yield (kg per hectare)
11            Crop production index (2004-2006 = 100)
12  Employment in agriculture, female (% of female...
13            Food production index (2004-2006 = 100)
14                       Forest area (% of land area)
15  Improved sanitation facilities, rural (% of ru...
16  Improved water source, rural (% of rural popul...
17                                 Land area (sq. km)
18            Land under cereal production (hectares)
19       Livestock production index (2004-2006 = 100)
20                Permanent cropland (% of land area)","[[0.12474319871280304, -0.12853877848249096], [0.11940094556596514, 0.151030079883824], [0.69959383273005527, 0.49810244121640512], [0.99461197525168077, 0.98122379955707983], [0.96164052187298943, 0.57078413610759338], [-153354.54577072716, -0.18230655546475161], [0.0, 0.0], [0.97533873737476062, -0.33218138866141578], [0.77010530418058898, 0.24719265063904594], [0.98015577361410622, -0.48210818367939146], [0.64321209070588903, 0.36467004743914921], [0.86692801023683985, 0.83507095908428974], [0.80903390901919836, 0.69431109220877363], [0.98315686356129584, 0.94037273100844687], [0.97024968560281022, 0.93081929321869483], [0.86580727731671892, 0.84320769906479476], [0.48882721911972093, -0.042934460162443511], [0.9844542352521497, 0.97308619126870843], [0.99158921985263782, 0.99056822034410363], [0.97395179323328673, 0.92199773486448], [0.34976174993504128, 0.24277523390712175], [0.94020596188354355, 0.88110097850129843], [0.93362818686657367, 0.88368060212584398], [0.93890876461681327, 0.65073421884201554], [0.88316675162982117, 0.68071213695469168], [0.38012894583907175, 0.96804096136449358], [0.78410096008382191, 0.84315571704796577], [0.26433036156070711, -13.860860946393354], [0.7872214475155952, 0.63540628164271951], [0.94931518627707856, 0.90292385740402858], [0.98995045763227463, 0.98020220338571906], [0.42859988766236756, 0.85280224487609069], [0.95189550917827459, 0.93664579780692447], [0.99262293434493565, 0.97198699381371167], [0.76588421963655628, 0.94532423427488999], [0.92414739106201149, 0.97149505191629226], [0.97018026203151808, 0.68984046072607064], [0.97718514720832272, 0.99040889296340973], [0.89873620336129101, 0.95851815486120184], [0.95535489275862129, 0.95928318400270551], [0.98452587404488101, 0.93223441315381372], [0.59427351782618576, 0.88102233253223439], [0.8091474398936539, 0.66733951629366284], [0.88979026219531376, 0.84815964236205066]]"
2,Agricultura,Agricultura,2,Decission Tree Regressor,0.545454545455,- 130.70600009 s,"                                        IndicatorName
0   Agricultural irrigated land (% of total agricu...
1                  Agricultural land (% of land area)
2                    Agricultural machinery, tractors
3         Agricultural methane emissions (% of total)
4   Agricultural nitrous oxide emissions (% of total)
5   Agricultural nitrous oxide emissions (thousand...
6   Agriculture value added per worker (constant 2...
7                 Agriculture, value added (% of GDP)
8                        Arable land (% of land area)
9                   Arable land (hectares per person)
10                             Arable land (hectares)
11                      Cereal yield (kg per hectare)
12            Food production index (2004-2006 = 100)
13                       Forest area (% of land area)
14                               Forest area (sq. km)
15  Improved sanitation facilities, rural (% of ru...
16  Improved water source, rural (% of rural popul...
17            Land under cereal production (hectares)
18       Livestock production index (2004-2006 = 100)
19                Permanent cropland (% of land area)
20                                   Rural population","[[0.41708468264540566, 0.0064834524839927354], [0.11593174133734696, 0.69489816721844933], [0.99356665230710828, -1.8645033600891536], [0.9850393287429674, 0.96524451811621881], [0.21580071167410653, 0.084063535626202612], [1.0, -3.3047823629800872], [-16.35595782734465, -0.060789425579839795], [0.94181497335015718, -0.041397887449623916], [-0.0024845661783523543, -0.014064025632281485], [0.99104022402190806, 0.51705674285338521], [0.99638882996754718, 0.7359531923228253], [0.84805734534871946, 0.65316713769847046], [0.6825445493664688, 0.32866247358167189], [0.81822560638350272, 0.90566627645423292], [0.95837901123883118, 0.91446898647412422], [0.68259128115082313, 0.72633649054373339], [-0.090164804988545066, -0.14649937260098178], [0.9414033983350063, 0.98544633371554724], [0.98119978919697826, 0.99400709854740787], [0.96042279932723107, 0.77963727576545394], [0.440241111151503, -0.0050182917286154538], [0.7188901616659964, 0.85141745173218297], [0.96462364977343051, 0.83382336160083725], [0.87958499087694086, 0.33688583390656923], [0.35550462576417707, 0.013700631150678544], [-0.32209154694066644, 0.29317267276866255], [0.25181435400633689, 0.67800461036499193], [-13477.129252563302, 0.025972816429732704], [0.60434723029511339, 0.43664245381642353], [0.91801502648052558, -1.5744979939479324], [0.97049459250078918, 0.98281051117377105], [0.95138879598579207, 0.21712222238948908], [0.67297534933245484, 0.96970247825640932], [0.82465307756338802, 0.96827704699514239], [0.70370618549533503, 0.85645898421188693], [0.72443395807720812, 0.94400591714775373], [0.90386266268080129, 0.15741742889650245], [0.99889707868485589, 0.65780805591668612], [0.98843446818683756, 0.35189479406126134], [0.97173213848449391, 0.9496358822919877], [0.9821337677049895, 0.97275120936953063], [0.95996168197681686, 0.92530715752261106], [0.33739448516430404, 0.66323233326542541], [-0.54148504977532763, 0.23607340950326927]]"
3,Agricultura,Agricultura,2,Random Forest Regressor,0.704545454545,- 1437.42799997 s,"                                        IndicatorName
0                  Agricultural land (% of land area)
1                          Agricultural land (sq. km)
2         Agricultural methane emissions (% of total)
3   Agricultural nitrous oxide emissions (% of total)
4   Agricultural raw materials exports (% of merch...
5   Agriculture value added per worker (constant 2...
6                 Agriculture, value added (% of GDP)
7              Agriculture, value added (current US$)
8                        Arable land (% of land area)
9                   Arable land (hectares per person)
10                             Arable land (hectares)
11                    Cereal production (metric tons)
12                      Cereal yield (kg per hectare)
13            Crop production index (2004-2006 = 100)
14  Employment in agriculture, female (% of female...
15  Employment in agriculture, male (% of male emp...
16  Fertilizer consumption (kilograms per hectare ...
17            Food production index (2004-2006 = 100)
18                       Forest area (% of land area)
19                               Forest area (sq. km)
20  Improved sanitation facilities, rural (% of ru...
21  Improved water source, rural (% of rural popul...
22                                 Land area (sq. km)
23            Land under cereal production (hectares)
24       Livestock production index (2004-2006 = 100)
25                Permanent cropland (% of land area)
26                                   Rural population
27                 Rural population growth (annual %)","[[0.30299017871597089, 0.54544792228974903], [0.23501955780519657, 0.4517479880310743], [0.72430319603051152, 0.80345092889326064], [0.99217287880261507, 0.97994868306685723], [0.98742783446143434, 0.81852501865723526], [-905.84291771141, 0.0], [0.77406528071142411, -0.18510747552027396], [0.98881910847491084, -0.88576084252197673], [0.30845830631516236, -0.015616346746209375], [0.99207007651566115, 0.16757976130886287], [0.32730702278530188, 0.60517482565025915], [0.87123101035104233, 0.91682814252249201], [0.72432049136068899, 0.75695637931507154], [0.94892526120603637, 0.94020496198242853], [0.94038572565084644, 0.91296142899381261], [0.91031606874498983, 0.95259458849453371], [0.6592169348453738, 0.0], [0.99093816810647117, 0.98715764437876552], [0.93914925407564909, 0.98962297720305448], [0.95587360143856503, 0.9085624971214783], [0.38588789333957418, -0.098740378959263575], [0.69387549850835917, 0.91483272800815696], [0.92375356521059548, 0.95561701306534708], [0.94380293228019019, 0.82687883690922048], [0.86237188666278575, 0.82190945741981536], [0.91801956804858909, -0.050406889292243573], [0.92916082388230214, 0.912443203162011], [-343.89994067174865, 0.29198768358911087], [0.92474907213175361, 0.73630252575742605], [0.97228942576088873, 0.75378093329159601], [0.98387848001076394, 0.95760955775729217], [0.93603101858403337, 0.7888050798277596], [0.9795119108379664, 0.96559694281140063], [0.97665323451177899, 0.9516534111789553], [0.75266219744498586, 0.95268298419282993], [0.89941519193126807, 0.9178647902625896], [0.96664127067588579, 0.61475927261773045], [0.98356646595850605, 0.97856318477255821], [0.93737311829858616, 0.98253827049671438], [0.98991136321930751, 0.93038128500808193], [0.98014654950885893, 0.96089145842644497], [0.96408390403359212, 0.9255181336137065], [0.81613815592619632, 0.21147039314743932], [0.9622134249962665, 0.92915300153560254]]"
4,Agricultura,Agricultura,3,Decission Tree Regressor,0.477272727273,- 137.670000076 s,"                                        IndicatorName
0                  Agricultural land (% of land area)
1                          Agricultural land (sq. km)
2   Agricultural machinery, tractors per 100 sq. k...
3         Agricultural methane emissions (% of total)
4   Agriculture value added per worker (constant 2...
5                        Arable land (% of land area)
6                   Arable land (hectares per person)
7                              Arable land (hectares)
8                       Cereal yield (kg per hectare)
9             Crop production index (2004-2006 = 100)
10  Fertilizer consumption (% of fertilizer produc...
11                       Forest area (% of land area)
12                               Forest area (sq. km)
13  Improved sanitation facilities, rural (% of ru...
14                                 Land area (sq. km)
15                Permanent cropland (% of land area)
16                                   Rural population
17                 Rural population growth (annual %)","[[0.57403462149234663, 0.4464132442147184], [0.45639859205857647, 0.087408838850555948], [0.10746292806631208, 0.091481011021469216], [0.99387018625648138, 0.95992032121009152], [0.59629202387143965, 0.99285418316357854], [0.031158104100054707, -2.0257146674529767], [1.0, -0.025000000000016342], [0.97141476644530211, -0.00050614372353230408], [-0.090479784256437989, -46.811762853294994], [0.8825238715610223, 0.64468103952784306], [-0.16046400316951992, -0.36067739782834041], [0.77044673965091548, 0.75905362583391411], [0.72879214400381875, 0.45484226249296122], [0.98658936694446586, -0.03801778596728056], [0.74944871546869574, 0.88397717318116675], [0.75834830576646117, 0.09018224670022057], [-0.27594725509060991, 0.24931399440972368], [0.65426903778327983, 0.98999746718288129], [0.94285880466352812, 0.88494403512471531], [0.90724753264674496, 0.92495827285803423], [0.38915917754300133, -0.050770798262439465], [0.25027987981930844, 0.68579517736557216], [0.90236631486217622, 0.78700579445849062], [0.94452105220528515, 0.7540175491646246], [0.6096766534665099, 0.57363687655845175], [0.82341686220065924, 0.87558939261501323], [0.17271269156838009, 0.41968617174973744], [0.96908270543898845, -76.084398436922285], [0.87862992243258564, 0.21810752147694823], [0.87712037522145181, 0.59495439443965648], [0.99567962838122848, 0.99394731876268361], [0.56831744079986013, 0.97883564962939507], [0.83891175401651952, 0.99623147332869699], [0.51615776020876469, 0.62794261752583957], [0.63991619829524926, 0.99001135316389033], [0.64864220646521775, 0.59563579442099712], [0.88092742018973413, 0.37919925871082172], [0.99922342004778708, 0.75856348566363352], [0.99828493410014141, -2.5233445206237852], [0.65602770921892462, 0.97514700463114123], [0.88034239719068752, 0.9644115724522303], [0.96617810582831454, 0.47953997566132456], [0.27286997561807524, 0.65923070645455573], [0.96559038419222376, 0.97886476479950313]]"
5,Agricultura,Agricultura,3,Random Forest Regressor,0.568181818182,- 1549.99800014 s,"                                        IndicatorName
0                  Agricultural land (% of land area)
1                          Agricultural land (sq. km)
2         Agricultural methane emissions (% of total)
3   Agricultural nitrous oxide emissions (% of total)
4   Agriculture value added per worker (constant 2...
5                 Agriculture, value added (% of GDP)
6              Agriculture, value added (current US$)
7                        Arable land (% of land area)
8                   Arable land (hectares per person)
9                              Arable land (hectares)
10                    Cereal production (metric tons)
11                      Cereal yield (kg per hectare)
12            Crop production index (2004-2006 = 100)
13            Food production index (2004-2006 = 100)
14                       Forest area (% of land area)
15  Improved sanitation facilities, rural (% of ru...
16  Improved water source, rural (% of rural popul...
17                                 Land area (sq. km)
18       Livestock production index (2004-2006 = 100)
19                Permanent cropland (% of land area)
20                                   Rural population
21                 Rural population growth (annual %)","[[0.55343700900167647, 0.84005636651463889], [0.24765384993958028, -0.13297449262691563], [0.81205213155580103, 0.77156205658109656], [0.99402858692724827, 0.98752353955848593], [0.91051390435631119, 0.90170742740659937], [-59.970227575101056, -0.55719241098623584], [0.0, 0.0], [0.93889301854568541, 0.34886772249921905], [-16.157972452454331, -14.216540460062495], [0.96782398840424166, 0.059751801460930731], [-0.23903855222110049, -0.035604405487839941], [0.89503769817743717, 0.87339181309659875], [0.66395044462714026, 0.75766523189562562], [0.95194141914871877, 0.9370773567870575], [0.96012806335946388, 0.970976763929569], [0.95692684977185427, 0.94640377220050542], [0.18075068823018092, 0.040959657998817733], [0.98129469173090578, 0.99025112459116926], [0.97196924274467689, 0.99653934796449262], [0.95081554039664129, 0.8767734848969313], [0.35606288376464934, -0.58941365887398534], [0.94953600694755258, 0.76129169266601315], [0.95008378939622484, 0.96235674015454797], [0.90675302651035694, 0.55365939583129287], [0.63714231524588283, 0.81382549589305664], [0.81799957258192213, 0.86585142778215651], [0.8319898870250525, 0.8206093577800242], [0.32439236890822476, -1.5954589811203053], [0.84080409081473484, 0.68990250466412562], [0.92064323934034875, 0.75182615831221766], [0.98741951109668302, 0.99425568701451661], [0.83813717004610555, 0.60514148675601176], [0.977833659212202, 0.97966407602473149], [0.9963636511290016, 0.94810423156971135], [0.69003861698681268, 0.94489276235578334], [0.85607468378465901, 0.85997921229031993], [0.96756564418449187, 0.78633607909434577], [0.99616003604073922, 0.99081557881614901], [0.89598979674815848, 0.94872343863340836], [0.99082325818119033, 0.96501179201944998], [0.9859022803725902, 0.95817306386102041], [0.73031948020702331, 0.96797368572420095], [0.72871803034424776, 0.83656267436937204], [0.16529437421944404, 0.92325750156304365]]"
